Week,Anger_max,Anger_med,Anger_avg,Anger_total,Sad_max,Sad_median,Sad_avg,Sad_total,Fear_max,Fear_med,Fear_avg,Fear_total,Joy_max,Joy_med,Joy_avg,Joy_total,Analy_max,Analy_med,Analy_avg,Analy_total,Confi_max,Confi_med,Confi_avg,Confi_total,Tenta_max,Tenta_med,Tenta_avg,Tenta_total
03.-01-03.-07,0.5,0.5,0.5,0.5,0.591321,0.5484169999999999,0.5518702222222223,4.966832,0.672632,0.5,0.57498,2.29992,0.579004,0.530547,0.549784,3.2987040000000003,0.801732,0.6690595,0.6497581,6.497581,0.5,0.5,0.5,0.5,0.814413,0.6403749999999999,0.6862137500000001,5.4897100000000005
03.-08-03.-14,0.5,0.5,0.5,0.5,0.624189,0.5672740000000001,0.5649558000000001,5.649558000000001,0.637059,0.502104,0.5506852,2.753426,0.609825,0.5195035,0.5473268333333333,3.283961,0.799168,0.5924485,0.66007925,5.280634,0.5,0.5,0.5,0.5,0.7941520000000001,0.6029074999999999,0.6656013333333334,3.993608
03.-15-03.-21,0.5,0.5,0.5,0.5,0.621057,0.5246964999999999,0.5449239,5.449239,0.6274649999999999,0.5,0.5799275,2.31971,0.580231,0.514293,0.5479956666666667,3.287974,0.834076,0.62955,0.6953512500000001,5.562810000000001,0.5,0.5,0.5,0.5,0.730133,0.5,0.68266625,2.730665
03.-22-03.-28,0.5,0.5,0.5,0.5,0.607487,0.5584060000000001,0.567061125,4.536489,0.626029,0.5,0.58850675,2.354027,0.6084069999999999,0.514065,0.5558023999999999,2.779012,0.840016,0.750149,0.7268665000000001,5.814932000000001,0.5,0.5,0.5,0.5,0.708734,0.531763,0.6199261999999999,3.0996309999999996
03.-29-04.-04,0.5,0.5,0.5,0.5,0.632984,0.5508234999999999,0.571732625,4.573861,0.635135,0.5,0.5692233333333333,1.70767,0.544416,0.50132,0.5277536,2.6387680000000002,0.815841,0.743024,0.7363244,7.363244,0.5,0.5,0.5,0.5,0.802389,0.546996,0.6956106,3.478053
04.-05-04.-11,0.5,0.5,0.5,0.5,0.5939270000000001,0.5271695000000001,0.5698876666666667,3.419326,0.636187,0.5,0.5780233333333333,1.73407,0.7501909999999999,0.5184469999999999,0.574023,4.592184,0.84795,0.7202500000000001,0.7182155,5.745724,0.5,0.5,0.5,0.5,0.791706,0.6360385,0.6932827142857142,4.8529789999999995
04.-12-04.-18,0.514998,0.5,0.514998,0.514998,0.667034,0.5802565,0.5897683,5.897683000000001,0.5597409999999999,0.5,0.5387163333333334,1.616149,0.55755,0.5076769999999999,0.5278851999999999,2.639426,0.777938,0.597498,0.6494668571428572,4.546268,0.5,0.5,0.5,0.5,0.811336,0.6234125,0.686847,4.807929
04.-19-04.-25,0.5128229999999999,0.5,0.5128229999999999,0.5128229999999999,0.594861,0.5476505,0.5518168999999999,5.518168999999999,0.60759,0.5,0.5549810000000001,1.664943,0.585989,0.544217,0.5557059999999999,4.445647999999999,0.874259,0.7379435000000001,0.7385165555555555,6.646649,0.5,0.5,0.5,0.5,0.587637,0.5,0.587637,0.587637
04.-26-05.-02,0.5,0.5,0.5,0.5,0.664686,0.5893505000000001,0.6041829999999999,4.833463999999999,0.54756,0.5,0.5377763333333333,1.613329,0.5613819999999999,0.5,0.5393709999999999,1.6181129999999997,0.8390049999999999,0.704658,0.7052224,7.052224000000001,0.5,0.5,0.5,0.5,0.8003520000000001,0.6035619999999999,0.7105786666666667,4.263472
05.-03-05.-09,0.5,0.5,0.5,0.5,0.59111,0.5535675,0.56129725,4.490378,0.59985,0.5001690000000001,0.5625972,2.812986,0.6051979999999999,0.5485025000000001,0.5508579,5.508579,0.7472489999999999,0.602867,0.6345655,5.076524,0.5,0.5,0.5,0.5,0.6109899999999999,0.5,0.58454175,2.338167
05.-10-05.-16,0.5,0.5,0.5,0.5,0.609599,0.5288120000000001,0.5379984,5.379984,0.580737,0.5,0.5710723333333333,1.713217,0.5951350000000001,0.5,0.5568492500000001,2.2273970000000003,0.792766,0.721719,0.7041618999999999,7.041618999999999,0.5,0.5,0.5,0.5,0.7340840000000001,0.5556775,0.6364951666666667,3.8189710000000003
05.-17-05.-23,0.5,0.5,0.5,0.5,0.6229060000000001,0.577686,0.5726396000000001,5.726396000000001,0.6219899999999999,0.5310815,0.5889901999999999,2.9449509999999997,0.59509,0.5205549999999999,0.5552451666666667,3.331471,0.878761,0.72343,0.7029468000000001,7.0294680000000005,0.5,0.5,0.5,0.5,0.8759530000000001,0.5645935,0.772825,3.864125
05.-24-05.-30,0.5,0.5,0.5,0.5,0.642641,0.5654785,0.5765787499999999,4.612629999999999,0.5885050000000001,0.5,0.5607246666666666,1.682174,0.573855,0.5117929999999999,0.5405403333333333,3.243242,0.845599,0.7099614999999999,0.6985753333333334,6.287178000000001,0.5,0.5,0.5,0.5,0.701958,0.5,0.62492225,2.499689
05.-31-06.-06,0.5,0.5,0.5,0.5,0.587438,0.526389,0.550047,3.850329,0.5960300000000001,0.5,0.5960300000000001,0.5960300000000001,0.606544,0.5192955,0.5504755,3.3028530000000003,0.856662,0.680363,0.703599,5.628792,0.5,0.5,0.5,0.5,0.8012100000000001,0.5,0.68484025,2.739361
06.-07-06.-13,0.5,0.5,0.5,0.5,0.63615,0.5956224999999999,0.5887969000000001,5.887969000000001,0.576235,0.5,0.576235,0.576235,0.56823,0.5,0.548237,1.644711,0.789071,0.6450365,0.6658154999999999,6.658154999999999,0.5,0.5,0.5,0.5,0.728295,0.6504315,0.644379875,5.155039
06.-14-06.-20,0.5,0.5,0.5,0.5,0.639225,0.5140469999999999,0.5656921666666667,3.394153,0.555203,0.5,0.555203,0.555203,0.610787,0.5188269999999999,0.5664131666666666,3.3984789999999996,0.923499,0.721174,0.7214346666666667,6.492912,0.5,0.5,0.5,0.5,0.8572200000000001,0.5,0.7221935,2.888774
06.-21-06.-27,0.5,0.5,0.5,0.5,0.568964,0.5346995,0.54778,3.83446,0.524035,0.5,0.5219275,1.043855,0.6046600000000001,0.5461280000000001,0.5612275,4.48982,0.82571,0.6641779999999999,0.7173035714285714,5.021125,0.5,0.5,0.5,0.5,0.720291,0.5,0.58247225,2.329889
06.-28-07.-04,0.5,0.5,0.5,0.5,0.6124189999999999,0.554459,0.5711528571428571,3.99807,0.516146,0.5,0.516146,0.516146,0.650546,0.5272085,0.5733241666666666,3.439945,0.809022,0.5734925,0.645577875,5.164623,0.5,0.5,0.5,0.5,0.8492190000000001,0.5856380000000001,0.6949473333333334,4.169684
07.-05-07.-11,0.5,0.5,0.5,0.5,0.682815,0.5801135,0.605563375,4.844507,0.5,0.5,0.5,0.5,0.6050770000000001,0.5,0.548311,1.644933,0.798291,0.643162,0.6824684285714284,4.777278999999999,0.5,0.5,0.5,0.5,0.750153,0.575971,0.6390972857142856,4.473680999999999
07.-12-07.-18,0.5632560000000001,0.5,0.5632560000000001,0.5632560000000001,0.623089,0.544393,0.5614607500000001,4.4916860000000005,0.601548,0.5,0.5480825,2.19233,0.622242,0.5,0.5925263333333334,1.777579,0.7946340000000001,0.708956,0.6814593333333333,6.133134,0.5,0.5,0.5,0.5,0.782026,0.5,0.6271825,2.50873
07.-19-07.-25,0.5,0.5,0.5,0.5,0.612424,0.528994,0.5508649999999999,3.8560549999999996,0.590122,0.5,0.5751155,1.150231,0.569153,0.535706,0.5502407142857143,3.8516850000000002,0.798416,0.651064,0.66881,6.6881,0.5,0.5,0.5,0.5,0.811391,0.5,0.67322075,2.692883
07.-26-08.-01,0.5,0.5,0.5,0.5,0.647692,0.542459,0.5717475,4.57398,0.62444,0.5,0.5839395000000001,1.1678790000000001,0.586126,0.5,0.54755025,2.190201,0.778093,0.648396,0.666557625,5.332461,0.5,0.5,0.5,0.5,0.650125,0.5,0.650125,0.650125
08.-02-08.-08,0.595914,0.5,0.595914,0.595914,0.652965,0.550335,0.5801437142857143,4.061006,0.613175,0.5,0.5868936666666666,1.760681,0.5981449999999999,0.5411254999999999,0.565929,3.395574,0.815597,0.6477565000000001,0.7023851428571428,4.916696,0.5,0.5,0.5,0.5,0.725654,0.5084029999999999,0.5975996666666666,3.5855979999999996
08.-09-08.-15,0.5146,0.5,0.5146,0.5146,0.584101,0.5541560000000001,0.5535248750000001,4.428199000000001,0.5,0.5,0.5,0.5,0.588463,0.5124150000000001,0.5381405,3.2288430000000004,0.869102,0.721481,0.7558234444444444,6.802410999999999,0.5,0.5,0.5,0.5,0.8149609999999999,0.6129009999999999,0.6784461666666667,4.070677
08.-16-08.-22,0.5,0.5,0.5,0.5,0.584865,0.5434669999999999,0.54138675,4.331094,0.593411,0.5,0.5564766666666667,1.6694300000000002,0.568873,0.517419,0.5385852,2.692926,0.7937350000000001,0.651446,0.6811861428571427,4.7683029999999995,0.5,0.5,0.5,0.5,0.696843,0.56427,0.6274008,3.137004
08.-23-08.-29,0.513055,0.5,0.513055,0.513055,0.687898,0.5618510000000001,0.5682997000000001,5.682997,0.6417729999999999,0.5,0.60408,1.8122399999999999,0.58597,0.548808,0.555442625,4.443541,0.8624860000000001,0.7088585,0.72380475,5.790438,0.5,0.5,0.5,0.5,0.732679,0.577037,0.6356188571428572,4.449332
08.-30-09.-05,0.5,0.5,0.5,0.5,0.585695,0.558423,0.5538029999999999,4.984227,0.645265,0.5,0.6301125000000001,1.2602250000000002,0.608582,0.5,0.55035,2.2014,0.753446,0.646637,0.6640518750000001,5.3124150000000006,0.5,0.5,0.5,0.5,0.9038010000000001,0.5,0.6673850000000001,2.6695400000000005
09.-06-09.-12,0.5,0.5,0.5,0.5,0.625757,0.5819215,0.588956,4.711648,0.5,0.5,0.5,0.5,0.55494,0.512454,0.5228017142857143,3.659612,0.798148,0.7015374999999999,0.7070137,7.070137,0.5,0.5,0.5,0.5,0.700153,0.5,0.6151985,2.460794
09.-13-09.-19,0.627782,0.5,0.627782,0.627782,0.63798,0.5491995000000001,0.5637796999999999,5.637796999999999,0.602902,0.5,0.602902,0.602902,0.573488,0.536257,0.5503498571428571,3.852449,0.824175,0.6814879999999999,0.6779968999999999,6.7799689999999995,0.5,0.5,0.5,0.5,0.758862,0.54362,0.6757564,3.378782
09.-20-09.-26,0.5187689999999999,0.5,0.5156915,1.031383,0.6488729999999999,0.527798,0.5866072,2.933036,0.5668350000000001,0.5049079999999999,0.5397418,2.698709,0.595002,0.540055,0.5530091428571429,3.871064,0.8829469999999999,0.7286025,0.7312345,7.312345,0.5,0.5,0.5,0.5,0.7595770000000001,0.5,0.7595770000000001,0.7595770000000001
09.-27-10.-03,0.5,0.5,0.5,0.5,0.614154,0.579097,0.5817357777777779,5.235622000000001,0.61155,0.5,0.61155,0.61155,0.588674,0.5,0.5460755,2.184302,0.812168,0.709146,0.7002548,7.002548,0.5,0.5,0.5,0.5,0.851808,0.5605215,0.6840505000000001,4.104303000000001
10.-04-10.-10,0.606288,0.5,0.5628895,1.125779,0.627128,0.542163,0.5625928888888888,5.063336,0.560865,0.5,0.5441966666666667,1.63259,0.6052270000000001,0.5180765,0.5375941249999999,4.300752999999999,0.7995,0.6553310000000001,0.6764583750000001,5.4116670000000004,0.5,0.5,0.5,0.5,0.8622489999999999,0.5,0.69116875,2.764675
10.-11-10.-17,0.5,0.5,0.5,0.5,0.659401,0.5483929999999999,0.564034625,4.512277,0.576446,0.5,0.5514006666666667,1.654202,0.573149,0.5235045,0.5364695714285714,3.755287,0.8129350000000001,0.6946874999999999,0.6944250000000001,6.94425,0.5,0.5,0.5,0.5,0.642001,0.5,0.5740553333333334,1.722166
10.-18-10.-24,0.5,0.5,0.5,0.5,0.6521279999999999,0.5976170000000001,0.6021150000000001,6.0211500000000004,0.55352,0.5,0.550277,1.100554,0.5731850000000001,0.508536,0.5390802,2.695401,0.83036,0.6483705,0.671977111111111,6.047794,0.5,0.5,0.5,0.5,0.6346229999999999,0.5,0.5936815,2.374726
10.-25-10.-31,0.5,0.5,0.5,0.5,0.582088,0.5494479999999999,0.557594875,4.460759,0.509488,0.5,0.509488,0.509488,0.573042,0.545736,0.5496242222222223,4.946618000000001,0.8852760000000001,0.66646,0.6948886666666666,6.253997999999999,0.5,0.5,0.5,0.5,0.802463,0.5224679999999999,0.6791574,3.395787
11.-01-11.-07,0.5,0.5,0.5,0.5,0.614282,0.562101,0.5597524999999999,5.597524999999999,0.6128819999999999,0.5,0.5866804999999999,1.1733609999999999,0.609205,0.5256799999999999,0.536445111111111,4.828005999999999,0.793651,0.7070875000000001,0.6919002,6.919002,0.5,0.5,0.5,0.5,0.78468,0.5,0.7008135,2.803254
11.-08-11.-14,0.518927,0.5,0.518927,0.518927,0.608106,0.5628359999999999,0.5604781,5.604781,0.547452,0.5,0.547452,0.547452,0.56085,0.5014125,0.5267160000000001,2.6335800000000003,0.874218,0.601864,0.6457661,6.457661,0.5,0.5,0.5,0.5,0.765591,0.571331,0.645598,4.519186
11.-15-11.-21,0.5,0.5,0.5,0.5,0.609771,0.5384635,0.5519042222222222,4.967138,0.5920880000000001,0.5,0.5920880000000001,0.5920880000000001,0.605587,0.5147115,0.5726832,2.863416,0.800323,0.671325,0.6864428888888888,6.177986,0.5,0.5,0.5,0.5,0.752426,0.582718,0.6411098571428572,4.487769
11.-22-11.-28,0.5,0.5,0.5,0.5,0.591813,0.5562715,0.55863975,4.469118,0.502663,0.5,0.502663,0.502663,0.5810810000000001,0.5085219999999999,0.5427135,3.256281,0.8491139999999999,0.6630510000000001,0.6723557999999998,6.723557999999999,0.5,0.5,0.5,0.5,0.822996,0.55445,0.6904446,3.452223
11.-29-12.-05,0.546089,0.5,0.546089,0.546089,0.581212,0.5409955,0.542136,4.879224,0.5,0.5,0.5,0.5,0.604596,0.5498270000000001,0.562783375,4.502267,0.807272,0.6405755,0.67636225,5.410898,0.5,0.5,0.5,0.5,0.788716,0.5623785,0.6674021666666666,4.004413
12.-06-12.-12,0.5,0.5,0.5,0.5,0.6220859999999999,0.5968035,0.5794577000000001,5.794577,0.540309,0.5,0.524983,1.049966,0.624931,0.5478215,0.561292875,4.490343,0.625314,0.5490394999999999,0.5756964285714287,4.0298750000000005,0.5,0.5,0.5,0.5,0.769382,0.547836,0.6393851666666667,3.8363110000000002
12.-13-12.-19,0.5,0.5,0.5,0.5,0.584976,0.5355570000000001,0.5467793750000001,4.3742350000000005,0.56213,0.5,0.5431269999999999,1.0862539999999998,0.584662,0.5156895,0.540972857142857,3.7868099999999996,0.8086770000000001,0.7333780000000001,0.7288951000000001,7.288951000000001,0.5,0.5,0.5,0.5,0.7234430000000001,0.537971,0.6500812,3.250406
12.-20-12.-26,0.5,0.5,0.5,0.5,0.6301640000000001,0.5213215,0.5651353333333332,3.3908119999999995,0.62975,0.5,0.586139,1.172278,0.605879,0.5334585000000001,0.5625118571428571,3.937583,0.795568,0.663585,0.6819927777777777,6.137934999999999,0.5,0.5,0.5,0.5,0.756706,0.5,0.7058115,1.411623
